date,consumption
2018-07-25,210.2388075
2018-07-26,209.05525004166668
2018-07-27,226.78100704166664
2018-07-28,180.946066375
2018-07-29,162.38522920833333
2018-07-30,223.18961883333336
2018-07-31,226.793485875
2018-08-01,231.915585625
2018-08-02,250.54964975
2018-08-03,238.43817054166664
2018-08-04,203.311883375
2018-08-05,191.22168679166668
2018-08-06,228.74415304166664
2018-08-07,212.01896245833333
2018-08-08,211.74878104166663
2018-08-09,205.12347583333332
2018-08-10,201.43110195833333
2018-08-11,171.70373416666666
2018-08-12,154.0546071304348
2018-08-13,192.96372666666664
2018-08-14,194.345654625
2018-08-15,167.73327154166665
2018-08-16,187.159487625
2018-08-17,186.51377166666668
2018-08-18,175.96802025
2018-08-19,161.49323720833334
2018-08-20,197.37764966666668
2018-08-21,201.3698709583333
2018-08-22,214.24126433333333
2018-08-23,226.36032425
2018-08-24,215.7662562083333
2018-08-25,178.86870929166665
2018-08-26,166.21174025
2018-08-27,180.7276065833333
2018-08-28,187.22985541666665
2018-08-29,183.33185308333336
2018-08-30,188.9461949583333
2018-08-31,193.9300414583333
2018-09-01,155.378004625
2018-09-02,149.48938208333334
2018-09-03,171.5008474583333
2018-09-04,168.216362375
2018-09-05,171.34926945833334
2018-09-06,94.91461883333334
2018-09-07,173.5236304166667
2018-09-08,148.11332841666666
2018-09-09,143.87126279166668
2018-09-10,171.35850100000002
2018-09-11,167.07120108333334
2018-09-12,167.85060866666666
2018-09-13,171.90112862499998
2018-09-14,183.81486979166667
2018-09-15,168.90191366666667
2018-09-16,137.430022875
2018-09-17,142.99911504166667
2018-09-18,145.86718533333334
2018-09-19,151.4199285
2018-09-20,182.3383320416667
2018-09-21,185.45865204166668
2018-09-22,170.223943875
2018-09-23,171.47890362500002
2018-09-24,195.978703625
2018-09-25,211.254659375
2018-09-26,213.04615758333333
2018-09-27,206.72756125
2018-09-28,204.3355742916667
2018-09-29,174.6727084166667
2018-09-30,169.99751420833334
2018-10-01,191.5525434583333
2018-10-02,193.30195458333333
2018-10-03,189.98413391666668
2018-10-04,200.11940504166668
2018-10-05,195.01280579166664
2018-10-06,172.0701725
2018-10-07,157.22383375
2018-10-08,189.30511916666669
2018-10-09,196.5917550416667
2018-10-10,200.18100304166668
2018-10-11,194.798991
2018-10-12,190.54224341666668
2018-10-13,186.07193691666663
2018-10-14,182.943116375
2018-10-15,174.55236504166666
2018-10-16,217.78713870833332
2018-10-17,214.50611029166663
2018-10-18,205.57981404166665
2018-10-19,200.80163975
2018-10-20,189.82675029166668
2018-10-21,172.14539416666665
2018-10-22,200.2616720833333
2018-10-23,203.098780875
2018-10-24,193.60617783333336
2018-10-25,192.17852875000003
2018-10-26,192.68183495833333
2018-10-27,175.57959741666664
2018-10-28,191.92588329166665
2018-10-29,193.4483008333333
2018-10-30,181.7072261666667
2018-10-31,187.70570708333327
2018-11-01,164.83164875
2018-11-02,163.55333229166666
2018-11-03,153.236655375
2018-11-04,156.934241
2018-11-05,177.69747691666666
2018-11-06,189.56448479166667
2018-11-07,183.259180625
2018-11-08,182.7896839166667
2018-11-09,162.22188787500002
2018-11-10,147.53488283333334
2018-11-11,119.033222
2018-11-12,166.59340133333333
2018-11-13,172.4929477916667
2018-11-14,185.52592716666663
2018-11-15,169.843131375
2018-11-16,160.90852766666669
2018-11-17,136.925745
2018-11-18,152.99726366666667
2018-11-19,166.141903625
2018-11-20,156.907118875
2018-11-21,149.08307858333333
2018-11-22,146.39436879166666
2018-11-23,158.40627925
2018-11-24,148.53600233333333
2018-11-25,117.83494508333332
2018-11-26,156.74112654166666
2018-11-27,155.65769929166666
2018-11-28,146.32675237499998
2018-11-29,131.93293958333334
2018-11-30,130.93693504166666
2018-12-01,146.63649429166665
2018-12-02,107.189281625
2018-12-03,131.05243325
2018-12-04,130.22452666666666
2018-12-05,122.842141125
2018-12-06,143.2867975
2018-12-07,159.336034875
2018-12-08,71.553205875
2018-12-09,55.98948454166666
2018-12-10,74.44226641666667
2018-12-11,128.36039175
2018-12-12,134.09621183333334
2018-12-13,128.69589558333334
2018-12-14,129.76986670833332
2018-12-15,109.854433
2018-12-16,122.18609466666666
2018-12-17,134.51775633333332
2018-12-18,153.167655625
2018-12-19,156.09931229166668
2018-12-20,135.55829558333332
2018-12-21,138.63029683333335
2018-12-22,115.39031916666666
2018-12-23,99.49507879166669
2018-12-24,123.86706541666666
2018-12-25,90.29308083333336
2018-12-26,133.49578066666666
2018-12-27,136.26280595833333
2018-12-28,139.56780137500002
2018-12-29,118.08904520833332
2018-12-30,96.47523375
2018-12-31,109.91992695833332
2019-01-01,81.7005745
2019-01-02,134.00295929166666
2019-01-03,141.83517779166667
2019-01-04,140.49497245833334
2019-01-05,107.02167029166668
2019-01-06,91.59962954166669
2019-01-07,122.02390145833334
2019-01-08,116.88185383333332
2019-01-09,123.48512208333334
2019-01-10,146.74168816666668
2019-01-11,145.60225870833332
2019-01-12,124.165462
2019-01-13,114.254040125
2019-01-14,140.639403
2019-01-15,132.988500375
2019-01-16,132.67809870833335
2019-01-17,122.72488708333331
2019-01-18,135.57097041666665
2019-01-19,95.15586608333332
2019-01-20,73.28673491666667
2019-01-21,112.03169958333332
2019-01-22,112.64552525
2019-01-23,118.58353483333332
2019-01-24,114.775284
2019-01-25,107.03211
2019-01-26,99.843105875
2019-01-27,87.561276125
2019-01-28,119.99188625
2019-01-29,124.374974125
2019-01-30,117.88308908333332
2019-01-31,119.07539129166668
2019-02-01,118.49800345833334
2019-02-02,93.32145875
2019-02-03,84.09224120833333
2019-02-04,117.737825125
2019-02-05,120.21295579166669
2019-02-06,118.31945470833334
2019-02-07,117.798865375
2019-02-08,115.49054745833332
2019-02-09,94.62762229166668
2019-02-10,84.77462695833334
2019-02-11,118.30680295833334
2019-02-12,126.20927529166666
2019-02-13,108.51292304166668
2019-02-14,122.767786875
2019-02-15,117.59184933333334
2019-02-16,82.10705504166667
2019-02-17,77.80343129166667
2019-02-18,107.78189845833332
2019-02-19,118.019073375
2019-02-20,106.80245925
2019-02-21,103.81699145833332
2019-02-22,107.27634354166668
2019-02-23,94.44476195833332
2019-02-24,86.08884625
2019-02-25,112.68474966666666
2019-02-26,119.11548333333332
2019-02-27,123.37766229166668
2019-02-28,119.7406095
2019-03-01,120.133304875
2019-03-02,103.41098279166664
2019-03-03,95.53110095833334
2019-03-04,125.30132458333333
2019-03-05,149.727963375
2019-03-06,136.23650908333337
2019-03-07,134.67128691666667
2019-03-08,137.11940333333334
2019-03-09,121.51681633333334
2019-03-10,99.81703908333331
2019-03-11,137.60550545833334
2019-03-12,146.26773925
2019-03-13,147.38816091666666
2019-03-14,145.33693145833334
2019-03-15,138.616935375
2019-03-16,140.2220406666667
2019-03-17,125.58082304166668
2019-03-18,155.2983985
2019-03-19,158.352908375
2019-03-20,168.11024633333332
2019-03-21,165.275173125
2019-03-22,166.38561925
2019-03-23,136.022325375
2019-03-24,130.02494366666667
2019-03-25,154.04787029166667
2019-03-26,155.24249058333334
2019-03-27,153.3798035
2019-03-28,145.005992
2019-03-29,150.189075375
2019-03-30,141.71469916666666
2019-03-31,127.05069191666666
2019-04-01,149.128936125
2019-04-02,152.11714779166667
2019-04-03,151.88582095833334
2019-04-04,139.433533875
2019-04-05,142.55327966666667
2019-04-06,130.91749470833335
2019-04-07,79.2375785
2019-04-08,136.02868179166668
2019-04-09,134.19253333333333
2019-04-10,139.721457875
2019-04-11,143.18590941666665
2019-04-12,137.58415058333333
2019-04-13,138.2504565
2019-04-14,126.71685683333334
2019-04-15,141.11714387499998
2019-04-16,138.1158035
2019-04-17,139.29212691666666
2019-04-18,143.38798145833334
2019-04-19,116.08752245833334
2019-04-20,122.48243641666666
2019-04-21,125.16330908333332
2019-04-22,149.45724970833334
2019-04-23,158.22167533333334
2019-04-24,167.909461625
2019-04-25,161.24411754166667
2019-04-26,152.92794420833334
2019-04-27,127.58033775
2019-04-28,118.03033979166666
2019-04-29,140.77228683333334
2019-04-30,137.98854658333332
2019-05-01,112.45241225
2019-05-02,152.37979716666666
2019-05-03,164.50490020833334
2019-05-04,150.80747258333335
2019-05-05,134.51159516666667
2019-05-06,171.0923615416667
2019-05-07,166.57728429166667
2019-05-08,171.497029375
2019-05-09,174.18048675
2019-05-10,170.32831833333333
2019-05-11,150.86709458333334
2019-05-12,139.32210654166667
2019-05-13,172.74037829166664
2019-05-14,167.03264670833332
2019-05-15,164.53419625
2019-05-16,181.33533475
2019-05-17,176.85819775000002
2019-05-18,147.970387625
2019-05-19,150.38048804166667
2019-05-20,181.30223179166669
2019-05-21,166.28849591666668
2019-05-22,187.43773975
2019-05-23,185.90114225
2019-05-24,186.51917429166667
2019-05-25,170.45817545833333
2019-05-26,171.01184683333335
2019-05-27,195.91576120833332
2019-05-28,205.98477850000003
2019-05-29,202.22033008333332
2019-05-30,201.9111805
2019-05-31,210.23297675
2019-06-01,200.44495945833333
2019-06-02,179.6151005
2019-06-03,208.520287
2019-06-04,205.538353375
2019-06-05,205.407573375
2019-06-06,201.99170266666667
2019-06-07,203.62597208333327
2019-06-08,190.691791875
2019-06-09,173.098106
2019-06-10,208.787891625
2019-06-11,205.36051179166668
2019-06-12,220.7895330833333
2019-06-13,233.42723575
2019-06-14,226.45066129166665
2019-06-15,193.7991880833333
2019-06-16,168.63404945833335
2019-06-17,231.768265
2019-06-18,232.512926625
2019-06-19,221.59231604166663
2019-06-20,201.89933716666667
2019-06-21,206.2714245
2019-06-22,180.12715395833334
2019-06-23,189.55708175
2019-06-24,231.78640404166663
2019-06-25,232.03201075
2019-06-26,233.740007125
2019-06-27,235.05067575
2019-06-28,232.66243491666668
2019-06-29,197.03362454166663
2019-06-30,193.032667625
2019-07-01,220.42202104166668
2019-07-02,218.968441375
2019-07-03,214.383664875
2019-07-04,214.48472904166667
2019-07-05,218.16789275
2019-07-06,177.98812254166668
2019-07-07,180.0489345
2019-07-08,220.3515728333333
2019-07-09,207.263067625
2019-07-10,219.39958329166663
2019-07-11,221.518986625
2019-07-12,213.23427395833332
2019-07-13,191.665257625
2019-07-14,179.52097733333335
2019-07-15,200.909225375
2019-07-16,181.8982108333333
2019-07-17,212.46488675
2019-07-18,208.7267877083333
2019-07-19,209.32012816666668
2019-07-20,189.882663625
2019-07-21,109.34522987500002
2019-07-22,221.7654695
2019-07-23,229.8922328333333
2019-07-24,228.28822091666663
2019-07-25,225.0492547083333
2019-07-26,224.96121295833333
2019-07-27,200.53001558333332
2019-07-28,186.4530245
2019-07-29,202.07690666666667
2019-07-30,192.16634983333333
2019-07-31,197.156462375
2019-08-01,216.634828875
2019-08-02,225.060525375
2019-08-03,194.47354720833331
2019-08-04,170.69527554166666
2019-08-05,203.3421483333333
2019-08-06,222.1673434583333
2019-08-07,221.24638491666667
2019-08-08,225.87403970833336
2019-08-09,227.56337033333327
2019-08-10,204.65667025
2019-08-11,182.200539375
2019-08-12,227.63034525
2019-08-13,221.97133241666663
2019-08-14,205.030026125
2019-08-15,180.9701973333333
2019-08-16,207.67605354166668
2019-08-17,190.9109791666667
2019-08-18,188.06174275
2019-08-19,220.875621125
2019-08-20,196.39072633333333
2019-08-21,201.07308925
2019-08-22,198.60267470833327
2019-08-23,182.0695825
2019-08-24,168.41053200000002
2019-08-25,158.47527225000002
2019-08-26,181.10130025
2019-08-27,203.39898054166667
2019-08-28,195.5695578333333
2019-08-29,195.125470375
2019-08-30,194.005385
2019-08-31,175.998365875
2019-09-01,88.27712170833333
2019-09-02,192.2774205833333
2019-09-03,198.3656664583333
2019-09-04,189.45846216666664
2019-09-05,205.05342741666664
2019-09-06,205.6826644583333
2019-09-07,175.2580462916667
2019-09-08,160.5870894347826
2019-09-09,209.91103841666663
2019-09-10,171.98935633333335
2019-09-11,195.977254
2019-09-12,187.66494279166668
2019-09-13,187.11112279166665
2019-09-14,176.72753154166665
2019-09-15,161.19124541666667
2019-09-16,186.68540083333332
2019-09-17,178.42352529166666
2019-09-18,134.79434054166668
2019-09-19,130.28552991666666
2019-09-20,134.85978937500002
2019-09-21,136.63643720833332
2019-09-22,139.68862770833334
2019-09-23,168.82690266666663
2019-09-24,173.40368766666666
2019-09-25,173.63266604166665
2019-09-26,167.24684445833336
2019-09-27,166.78324816666665
2019-09-28,147.69253570833334
2019-09-29,137.37306283333334
2019-09-30,167.77094491666665
2019-10-01,192.83389229166667
2019-10-02,184.444913375
2019-10-03,186.84671079166665
2019-10-04,185.611554625
2019-10-05,160.3844987916667
2019-10-06,146.01987808333334
2019-10-07,163.48999716666663
2019-10-08,176.37544116666666
2019-10-09,176.190853125
2019-10-10,174.01662441666667
2019-10-11,165.8979945
2019-10-12,148.74845208333332
2019-10-13,141.17272683333331
2019-10-14,172.0695445
2019-10-15,171.10056545833334
2019-10-16,176.87032154166664
2019-10-17,170.74551916666667
2019-10-18,171.00501866666664
2019-10-19,155.28978583333333
2019-10-20,136.12189033333334
2019-10-21,142.78694795833334
2019-10-22,148.951192
2019-10-23,144.39305708333333
2019-10-24,147.129965
2019-10-25,146.23258995833334
2019-10-26,135.23115754166665
2019-10-27,139.40758416666668
2019-10-28,165.100963875
2019-10-29,164.84744358333333
2019-10-30,164.84905470833334
2019-10-31,138.44239425
2019-11-01,127.53067879166667
2019-11-02,134.8032795
2019-11-03,156.231139875
2019-11-04,156.35945704166667
2019-11-05,164.42738895833335
2019-11-06,166.98074658333334
2019-11-07,171.99123133333333
2019-11-08,160.78633204166667
2019-11-09,152.58249020833333
2019-11-10,130.132086625
2019-11-11,143.51237054166666
2019-11-12,135.16151275
2019-11-13,141.026426125
2019-11-14,132.1303918333333
2019-11-15,150.65503141666667
2019-11-16,123.78819704166666
2019-11-17,104.93373520833336
2019-11-18,134.41486166666667
2019-11-19,129.14008533333333
2019-11-20,128.12926791666666
2019-11-21,127.75418920833332
2019-11-22,136.18207625
2019-11-23,102.710041875
2019-11-24,87.516253
2019-11-25,138.51255616666666
2019-11-26,145.05678383333333
2019-11-27,150.76772295833334
2019-11-28,158.03704962499998
2019-11-29,149.29665541666665
2019-11-30,133.2332665416667
2019-12-01,125.21021191666668
2019-12-02,137.940206125
2019-12-03,147.196487125
2019-12-04,148.76261725
2019-12-05,159.38808075
2019-12-06,141.46236304166666
2019-12-07,121.45866354166668
2019-12-08,117.27639995833331
2019-12-09,123.80422420833332
2019-12-10,128.59636245833337
2019-12-11,124.60314658333331
2019-12-12,136.7367844166667
2019-12-13,136.647416625
2019-12-14,116.56834416666668
2019-12-15,112.00218366666668
2019-12-16,152.97320604166666
2019-12-17,162.713370375
2019-12-18,155.54361679166666
2019-12-19,141.78451816666666
2019-12-20,160.72223758333334
2019-12-21,150.60010404166667
2019-12-22,134.637741875
2019-12-23,162.896028375
2019-12-24,142.346862375
2019-12-25,105.55979804166668
2019-12-26,142.6879795
2019-12-27,134.755806
2019-12-28,110.22750841666668
2019-12-29,96.16734991666664
2019-12-30,129.02366841666665
2019-12-31,125.5848905
2020-01-01,85.10854641666667
2020-01-02,119.49659029166668
2020-01-03,124.82485354166666
2020-01-04,109.143149125
2020-01-05,87.48328704166666
2020-01-06,130.60216266666666
2020-01-07,125.13565245833333
2020-01-08,138.6537390833333
2020-01-09,163.95844491666665
2020-01-10,166.343743
2020-01-11,135.24946616666668
2020-01-12,131.681762875
2020-01-13,135.227583625
2020-01-14,131.20920858333332
2020-01-15,143.96018883333332
2020-01-16,135.0536525
2020-01-17,131.65879625
2020-01-18,101.78844
2020-01-19,93.30155716666668
2020-01-20,113.18881970833333
2020-01-21,123.14068875
2020-01-22,120.54890266666666
2020-01-23,118.09810995833334
2020-01-24,117.26213508333336
2020-01-25,107.549713875
2020-01-26,96.58355358333334
2020-01-27,134.26981945833333
2020-01-28,126.96090216666666
2020-01-29,125.03171629166668
2020-01-30,155.55859245833332
2020-01-31,136.21444883333334
2020-02-01,117.57110291666667
2020-02-02,103.70715395833334
2020-02-03,112.801715125
2020-02-04,106.96356458333332
2020-02-05,109.94722516666668
2020-02-06,115.9036345
2020-02-07,127.409279
2020-02-08,109.80387745833332
2020-02-09,100.68081054166667
2020-02-10,122.237797375
2020-02-11,128.261449875
2020-02-12,124.99198770833334
2020-02-13,126.49014479166668
2020-02-14,124.39651641666669
2020-02-15,108.02057158333334
2020-02-16,98.319981125
2020-02-17,104.55340616666666
2020-02-18,134.255027
2020-02-19,147.48401475
2020-02-20,139.77438316666667
2020-02-21,128.28521320833332
2020-02-22,111.2618165
2020-02-23,105.193950125
2020-02-24,133.58650508333332
2020-02-25,149.15362854166668
2020-02-26,146.46663658333333
2020-02-27,145.77002183333337
2020-02-28,150.23772329166667
2020-02-29,115.71651616666666
2020-03-01,107.8132585
2020-03-02,128.52415575
2020-03-03,139.84150654166666
2020-03-04,139.52968670833334
2020-03-05,139.746941375
2020-03-06,130.42565429166666
2020-03-07,105.751739875
2020-03-08,96.41982245833331
2020-03-09,134.64075829166669
2020-03-10,148.20009174999998
2020-03-11,145.53484125
2020-03-12,150.41564558333332
2020-03-13,141.37707091666667
2020-03-14,123.96117095833334
2020-03-15,114.276342625
2020-03-16,134.23797433333334
2020-03-17,142.44968945833332
2020-03-18,153.29183941666668
2020-03-19,157.3592685416667
2020-03-20,151.38737933333334
2020-03-21,134.73227320833334
2020-03-22,133.69685179166666
2020-03-23,152.5586777083333
2020-03-24,153.69234450000002
2020-03-25,152.37483625000002
2020-03-26,153.40575983333335
2020-03-27,138.5360225
2020-03-28,119.91624370833334
2020-03-29,97.40784675
2020-03-30,135.20499974999998
2020-03-31,139.05819416666665
2020-04-01,147.96778808333332
2020-04-02,145.09222937500002
2020-04-03,134.38312404166666
2020-04-04,131.86340929166667
2020-04-05,130.46361908333333
2020-04-06,149.93083004166667
2020-04-07,148.90444779166666
2020-04-08,138.54654879166665
2020-04-09,134.43595220833333
2020-04-10,123.8195415
2020-04-11,135.10924395833334
2020-04-12,135.5790727083333
2020-04-13,143.888692
2020-04-14,145.13354820833334
2020-04-15,146.69563050000002
2020-04-16,144.40104041666666
2020-04-17,143.02595920833332
2020-04-18,133.05961845833335
2020-04-19,127.07888129166668
2020-04-20,147.39216883333333
2020-04-21,148.25898891666665
2020-04-22,147.50345979166667
2020-04-23,145.63256683333333
2020-04-24,151.77106516666666
2020-04-25,142.20672316666665
2020-04-26,143.98502291666668
2020-04-27,151.96716991666668
2020-04-28,153.44120329166665
2020-04-29,151.592726
2020-04-30,156.68249445833334
2020-05-01,146.311562625
2020-05-02,144.2470557083333
2020-05-03,144.74080179166666
2020-05-04,157.88115995833334
2020-05-05,155.16621999999998
2020-05-06,156.23609070833334
2020-05-07,162.85854354166668
2020-05-08,153.39736795833332
2020-05-09,138.634287375
2020-05-10,138.8760382083333
2020-05-11,157.306067375
2020-05-12,169.10063079166667
2020-05-13,155.00299475
2020-05-14,162.73380866666668
2020-05-15,163.871361625
2020-05-16,159.286083375
2020-05-17,141.9240985
2020-05-18,155.58693729166666
2020-05-19,171.68549691666666
2020-05-20,176.264780625
2020-05-21,165.52882020833334
2020-05-22,171.0876067083333
2020-05-23,162.678639125
2020-05-24,148.8607912916667
2020-05-25,153.048218125
2020-05-26,155.612089375
2020-05-27,174.533567375
2020-05-28,179.5214274583333
2020-05-29,182.46444058333336
2020-05-30,160.77951870833334
2020-05-31,142.06840645833333
2020-06-01,116.163118
2020-06-02,129.00254391666667
2020-06-03,141.06958004166668
2020-06-04,136.03363375
2020-06-05,128.9293212083333
2020-06-06,122.05072045833332
2020-06-07,124.00210316666666
2020-06-08,139.02366608333332
2020-06-09,128.854568375
2020-06-10,134.17865683333335
2020-06-11,188.04874204166663
2020-06-12,189.317319125
2020-06-13,175.61688966666668
2020-06-14,159.27990466666668
2020-06-15,184.0176687916667
2020-06-16,192.29028175
2020-06-17,200.24644941666668
2020-06-18,211.86237525
2020-06-19,202.85659541666664
2020-06-20,198.830036125
2020-06-21,179.21047520833335
2020-06-22,211.0620905
2020-06-23,212.994781125
2020-06-24,221.6040133333333
2020-06-25,222.517516625
2020-06-26,210.68698391666663
2020-06-27,195.0281342083333
2020-06-28,106.133427625
2020-06-29,197.1152555
2020-06-30,216.126076375
2020-07-01,211.7767164583333
2020-07-02,184.9076535416667
2020-07-03,191.14952729166663
2020-07-04,201.55717725
2020-07-05,150.14734695833334
2020-07-06,205.84320975
2020-07-07,205.77875191666664
2020-07-08,201.1563495
2020-07-09,193.16772066666667
2020-07-10,202.06599829166663
2020-07-11,170.01685191666667
2020-07-12,146.17889754166666
2020-07-13,183.183442625
2020-07-14,196.250656
2020-07-15,194.46147525
2020-07-16,199.24239841666667
2020-07-17,215.71563354166665
2020-07-18,205.76274658333327
2020-07-19,211.0033024583333
2020-07-20,206.7024952083333
2020-07-21,233.66590183333332
2020-07-22,220.071403125
2020-07-23,230.066769125
2020-07-24,218.5879641666667
2020-07-25,219.430357
2020-07-26,208.08751525
2020-07-27,227.3992194583333
2020-07-28,215.85199804166663
2020-07-29,140.04163675
2020-07-30,140.9340635
2020-07-31,133.13093279166665
2020-08-01,128.21156954166668
2020-08-02,159.73163733333334
2020-08-03,187.72037566666663
2020-08-04,186.86565391666667
2020-08-05,124.82219979166668
2020-08-06,120.377828125
2020-08-07,120.42451354166668
2020-08-08,111.79039225
2020-08-09,107.22775979166666
2020-08-10,127.80723525
2020-08-11,138.335451125
2020-08-12,145.352478375
2020-08-13,199.68422775
2020-08-14,222.50865525
2020-08-15,201.74954
2020-08-16,191.237228875
2020-08-17,210.971024125
2020-08-18,224.18027225
2020-08-19,212.36817908333333
2020-08-20,206.27253879166668
2020-08-21,197.777937125
2020-08-22,161.82045383333335
2020-08-23,160.81057345833332
2020-08-24,192.5889502916667
2020-08-25,211.17955770833336
2020-08-26,210.74337795833333
2020-08-27,211.52405529166663
2020-08-28,224.6389343333333
2020-08-29,192.30030879166668
2020-08-30,179.63786558333334
2020-08-31,201.470301
2020-09-01,217.491657125
2020-09-02,202.083877375
